ID,SpentAmount,Description,EventID
1326,3189.63,Century end occur he away other strong.,351
1327,1684.59,Finish especially which less cup again.,974
1328,4165.68,Full that factor value early reduce back.,433
1329,2446.12,Current something position research else best between.,636
1330,2177.45,Politics boy stock remain red manager.,47
1331,1811.12,Foreign right author difference tough mother.,464
1332,4965.79,Loss one level sing knowledge.,260
1333,809.19,Lose those always paper institution because.,537
1334,1181.75,Friend none capital financial effect reach him.,467
1335,4704.06,Heavy stop trial who point.,717
1336,1024.01,New especially increase think thus.,997
1337,1645.94,Gas hear because control.,492
1338,2999.88,Size garden officer area writer model catch.,870
1339,1971.5,Possible white community whom.,842
1340,4668.04,Carry focus practice fight they.,566
1341,4004.76,Already ok second race forward line ability practice.,730
1342,850.43,She reason someone want.,433
1343,3069.59,Order a claim reach give opportunity.,393
1344,3506.17,Girl example training exactly analysis sell.,878
1345,1690.12,Sport and debate from safe.,658
1346,1065.63,Respond chance buy yeah yeah last work.,464
1347,3815.3,Lawyer approach form world direction.,188
1348,2324.99,Unit figure relationship social end several tell field.,674
1349,2865.97,Affect step bed he safe pass instead.,12
1350,2513.02,Discover least including dog three.,435
1351,1043.24,Wide stop never activity catch.,505
1352,4800.05,Push large indicate there it get medical.,429
1353,4575.5,Food class imagine control share idea.,962
1354,801.38,Line keep news employee investment just.,510
1355,4563.69,Event possible consider standard but.,663
1356,1732.26,Position again result without answer he.,358
1357,2888.89,Build vote race strong ahead voice.,759
1358,2661.8,Central investment school institution party.,737
1359,1566.58,Draw team certain news task.,223
1360,4676.75,Successful interview foreign happen just surface.,772
1361,2781.83,Of happy enter citizen marriage.,114
1362,1430.43,Thus unit point.,865
1363,579.8,Avoid from anything.,719
1364,1966.5,Theory card blue amount military.,906
1365,1719.31,Nearly town family add carry arm better fire.,684
1366,659.08,Human receive board would eye quite edge few.,200
1367,4645.46,Organization trouble painting law him.,491
1368,2031.34,Hospital possible may speech entire.,458
1369,3160.6,Black fire fill hard six.,286
1370,4568.04,Run country part create finally.,41
1371,3628.56,Police game blue machine understand fine.,881
1372,1391.33,Participant join amount growth good plant property.,411
1373,1737.96,Sign hear budget heart deal last require.,608
1374,4187.84,Industry and allow safe follow.,118
1375,4406.74,Because political treat environmental force various offer world.,923
1376,4758.16,Often scene but wrong all into.,29
1377,2485.01,Pull miss national take chance north affect.,70
1378,4255.06,Fill like step reduce just improve within point.,982
1379,941.42,Who case among life.,132
1380,2014.26,System easy station nothing check senior.,624
1381,4989.71,Bed smile enjoy camera husband later southern.,38
1382,652.6,Cost because require behavior.,636
1383,1908.54,Window political stay probably amount control.,321
1384,1648.93,New walk agreement factor.,565
1385,206.27,Consumer out store.,831
1386,997.68,Life reach loss.,136
1387,697.66,Address eat image.,510
1388,3898.56,Family conference real door education project strong.,414
1389,1061.85,Lose note now thing politics for.,492
1390,3008.2,Ability why man American light take.,504
1391,3378.41,Event care religious pull cause.,944
1392,711.3,Herself cell know increase yourself guess.,326
1393,4930.01,Thought service likely cell similar improve.,742
1394,781.16,Maybe rest action election meeting yeah.,456
1395,1442.39,Win beat off indeed.,549
1396,2019.79,Wall risk voice fact start author tax.,661
1397,1427.29,Far war within win into anything.,912
1398,1569.43,Past fact loss parent letter.,793
1399,4776.84,Gun machine water beyond.,262
1400,1887.44,Capital test together fast cover put her.,170
1401,2975.22,Without assume seem baby respond director attorney.,867
1402,1396.66,Half image affect.,646
1403,3700.71,Threat stop open would artist soldier pressure.,465
1404,4728.41,Administration star gas general sense.,986
1405,106.56,Begin safe choose six.,90
1406,4167.99,Grow boy there him step also.,826
1407,3998.46,Seven heart whole parent anything.,243
1408,3649.44,Instead need magazine mention business sure authority.,571
1409,1015.42,More fly room possible.,529
1410,460.34,Detail live around huge peace.,31
1411,1963.61,Ok eye attack commercial former action news history.,223
1412,4199.26,Fund what future class east.,179
1413,2838.0,Miss nice measure oil cultural.,199
1414,4228.74,Them president move may land impact establish.,677
1415,4436.0,Understand weight half garden memory product account.,754
1416,2563.45,Security simple woman despite simple often marriage.,304
1417,4696.46,Bad physical just.,625
1418,4930.22,Per majority quite whom improve coach.,789
1419,3799.13,Suffer guess soldier range study.,402
1420,3952.22,White through much should fast as.,966
1421,3382.68,Attention become myself keep vote.,145
1422,4040.2,Note hear by mean.,317
1423,3751.83,Approach time production model management series group floor.,734
1424,1929.32,Wrong help product power.,260
1425,4921.85,Finally hand avoid very.,320
1426,1309.4,Certainly window commercial.,373
1427,243.53,Sing painting woman have day clearly total other.,454
1428,818.2,Beyond officer condition.,15
1429,773.69,Same natural test fast space life report.,60
1430,2999.23,Stop hard however smile ten green bit.,146
1431,1137.89,Mother among home piece tax.,994
1432,3853.58,Occur could weight few through idea any stuff.,713
1433,3060.95,Term style city try physical.,658
1434,913.9,Listen baby participant expect.,26
1435,1571.35,Here this maintain effort mind know.,748
1436,3825.12,Family among issue let.,664
1437,4757.04,Approach physical join huge final.,711
1438,1683.39,Result cold clearly so best.,157
1439,3499.74,Raise name develop develop now real send.,583
1440,1531.52,Lot new ball region alone.,938
1441,904.83,Dark above yet full ahead lot force less.,186
1442,1160.91,Various kind question opportunity might.,482
1443,2372.51,Season big common within future shake.,502
1444,4934.94,Tough research party senior.,182
1445,3906.68,Develop happen federal space help.,667
1446,3329.08,Mission debate threat Democrat person.,5
1447,1993.64,Enough look method particularly and everything.,900
1448,4204.61,Do cup there child.,672
1449,4719.18,Instead art foot peace again hour pretty.,675
1450,3943.8,Room option thought wrong very any.,195
1451,171.17,Value type floor serious year here order.,614
1452,3858.98,Successful least experience discuss item situation.,200
1453,1078.81,Respond member account mention message establish science quickly.,538
1454,3333.69,Attack current prevent family industry.,863
1455,2970.88,Data month pay use.,431
1456,2133.62,Down character large doctor different.,851
1457,2454.82,Team front movement fine degree fight major.,81
1458,2589.47,Positive pressure for.,456
1459,388.34,Return if safe four picture control.,283
1460,4330.19,Sense leg someone floor bank quality public.,205
1461,2551.77,Direction statement body nor nation.,309
1462,2009.59,Send training difference growth not plan task.,795
1463,1735.98,Health change main source.,798
1464,1518.25,Under effect parent teach threat poor.,332
1465,1985.87,Themselves call everyone pattern deep hit support hit.,926
1466,2719.99,Happen citizen president brother.,355
1467,1076.72,Book president approach image page.,847
1468,4570.21,Direction term range season.,287
1469,166.94,Offer list capital finally policy amount.,457
1470,909.14,Yes spend particularly everything happen.,439
1471,2163.28,Marriage return hit hospital everyone develop.,166
1472,4090.99,Call indicate view group.,732
1473,3448.48,Loss church but despite.,907
1474,866.87,Bill author issue send send.,231
1475,655.43,Enough fill west learn notice him size.,335
1476,3763.27,Worker new child south material off.,602
1477,2933.33,Follow arrive serve bag low civil.,417
1478,3765.38,Artist commercial center range.,314
1479,157.18,Structure our usually.,541
1480,834.93,Nor push language important television man thing.,117
1481,133.79,Support official structure likely difficult.,221
1482,4457.99,Condition officer property economy analysis.,693
1483,2007.47,Remain hope dream affect child scientist.,73
1484,1329.91,Former lead reason protect make long wonder.,167
1485,3678.31,Court teach significant different interesting.,943
1486,4035.32,Clearly head candidate can successful choose despite.,468
1487,4504.71,Interesting project great.,183
1488,1841.61,Service wish talk type.,445
1489,4323.89,Specific which growth do view miss.,875
1490,3212.62,And guess natural.,160
1491,2178.49,Evidence significant voice try.,831
1492,4603.85,Sure part politics pressure.,845
1493,3566.8,Serve tree ten fish care none star.,964
1494,4475.48,Discover offer writer computer specific number thus.,47
1495,818.1,Individual return eight social management.,718
1496,3657.25,Forget prove protect air sell capital involve.,961
1497,990.47,Them city conference book among spring phone audience.,118
1498,1150.83,Describe guy live outside market position company.,770
1499,536.11,Four carry TV fear blood class.,145
1500,2114.47,From thus change through consider forget think.,376
1501,1241.14,Listen subject loss nature three note.,481
1502,921.25,Race right reason including.,394
1503,1781.5,Wrong for term meeting so.,471
1504,945.27,Give kid model law enough different for.,979
1505,1130.68,System know level still.,909
1506,4058.87,Single language wear oil difficult.,25
1507,1524.89,Tough opportunity father.,906
1508,610.12,Enough however lead person computer draw.,649
1509,4173.62,Language meeting trade store ok suffer.,72
1510,4527.73,Son point build public.,971
1511,2241.49,Collection say me certainly.,576
1512,2555.86,Great create sing career color too soon.,94
1513,3702.34,Language father down.,972
1514,696.94,Three begin foot college receive author though.,645
1515,1182.77,Appear art reality defense.,121
1516,444.11,Get clear special argue bed decide.,497
1517,2404.6,Child leg no local player easy.,760
1518,383.47,Mrs child street strong.,262
1519,4183.96,Throughout important science social claim big.,844
1520,4033.84,Girl score help democratic paper.,281
1521,4751.61,Growth child return past exactly.,48
1522,249.82,Season section treatment data degree court.,780
1523,396.07,Open better participant guy.,921
1524,2490.61,Clear suffer over full matter behavior.,466
1525,2304.4,My score amount.,968
1526,513.29,Matter health really character could the.,909
1527,430.55,Management face pattern data.,851
1528,2351.93,Doctor create way city.,551
1529,498.17,Leader research former a little.,153
1530,2893.19,Opportunity detail beautiful industry perhaps sort road off.,644
1531,1811.84,Time finally together.,640
1532,4815.97,Fire because song director.,992
1533,3477.44,Time from anyone your rule perform arm.,761
1534,2872.22,Who fish general simple present woman.,420
1535,420.58,Best let scene red short notice.,951
1536,1325.29,Like program visit.,431
1537,2837.94,Easy carry would medical.,526
1538,817.8,Huge science lay issue.,382
1539,202.05,Maybe protect we answer eight.,484
1540,3754.52,Operation instead experience training name be.,879
1541,2657.87,Early around film song discussion through.,479
1542,1673.76,Generation your production general receive.,724
1543,3688.05,Sister tax especially.,981
1544,2758.71,Movement north forget run.,857
1545,2746.05,Suddenly while dark water operation.,534
1546,3429.42,Product bit brother join.,173
1547,3563.81,Writer head finally hand successful respond door.,411
1548,2894.97,List leave meet mean.,590
1549,3762.36,Identify center get require picture economic source.,364
1550,4677.05,Per audience down put age.,762
1551,3983.2,Glass low ahead once operation.,303
1552,573.73,White news arrive week.,671
1553,3934.58,Feeling trouble also old.,587
1554,462.21,Reveal person return draw.,913
1555,2118.94,Drop wrong cell cover.,531
1556,2960.19,Pick hold save spring.,85
1557,1272.53,Rather change range none song save.,181
1558,1865.25,Me happy either energy such member summer.,303
1559,4893.03,Similar down challenge impact say because.,936
1560,2899.63,Together street matter bit energy goal.,364
1561,1284.5,Space occur future but year spring.,640
1562,3670.72,Provide manage can.,871
1563,1301.55,Skin you about significant drive.,72
1564,2064.24,Point will report speech become blood build.,313
1565,2739.18,Focus since drive my.,297
1566,4907.62,The bill since parent.,133
1567,1419.35,Apply we bed Congress fine argue hand sell.,532
1568,782.19,Wind bag woman responsibility stuff leave air.,94
1569,1339.43,Quickly center likely oil accept realize.,91
1570,604.33,National single foot down do three.,404
1571,3940.68,Letter market determine impact risk world mind training.,596
1572,721.42,Final assume dream.,522
1573,2303.2,Build player tell collection threat baby degree.,703
1574,2710.22,Well spend life federal card throughout reduce.,195
1575,173.33,Yeah offer add arm source.,766
1576,893.55,Difference child a a.,829
1577,3484.83,Wide pattern specific condition during.,185
1578,1047.2,Individual way page yourself rest however.,403
1579,3048.53,Fast area issue letter friend probably remain.,15
1580,1558.6,Civil art writer lot.,990
1581,1438.82,Low take describe never which send tax.,961
1582,2552.02,Better all themselves child dinner beautiful.,502
1583,4733.83,Give court long environment.,102
1584,4156.06,Owner miss marriage key public seem guy.,747
1585,3544.44,Shake including game win stuff establish drive.,327
1586,947.82,Similar fast voice public whether record risk.,863
1587,3657.76,Account field product pass.,666
1588,1026.89,Question break too term last open.,507
1589,357.42,Help off heavy rate agreement.,624
1590,175.16,Series goal some challenge treatment.,575
1591,1228.41,Mr suddenly major interview say.,942
1592,4761.06,Blue control conference quite.,868
1593,1107.26,Approach candidate north husband.,996
1594,4392.72,Memory compare guy why seem.,399
1595,1922.46,Ahead range box project list fire theory.,883
1596,1303.25,Hour manage Congress political office partner produce.,617
1597,599.55,We arm already wall child too enjoy.,380
1598,1148.13,Apply class break light change.,588
1599,4221.95,Cold unit wonder mention from such.,403
1600,980.35,Able adult evidence event.,248
1601,305.11,Take his season use wish.,358
1602,463.33,List according something next arm chair cut.,288
1603,4617.41,Spring defense concern.,822
1604,1786.38,Walk machine late modern you small seem world.,357
1605,3855.08,Need almost democratic final.,937
1606,2386.34,Bring minute fire attention teach.,676
1607,3690.73,Professional risk couple network begin trouble piece.,804
1608,2514.04,Clearly set difficult.,318
1609,4405.15,According describe small those society time what.,396
1610,1792.43,Long out trip process anything.,205
1611,2059.72,And dream feel region.,761
1612,469.68,Wrong another guy onto.,955
1613,1893.71,Small five able recognize sell.,737
1614,2434.7,Charge education hope mother far respond human.,80
1615,1415.88,Season product present age do water oil.,453
1616,4309.86,Idea control many soon.,266
1617,587.44,Little war station spend travel.,658
1618,4103.8,Explain create order style.,45
1619,4172.23,Dinner push final always.,47
1620,2075.21,Compare wonder nearly.,295
1621,1428.46,Leader lose magazine discussion.,674
1622,1921.34,Interview service explain current too word let both.,918
1623,2307.54,Focus beyond effort similar.,60
1624,3036.13,Team join foot quite condition.,920
1625,2181.26,Finish first property right attack cup able.,686
1626,1110.6,Easy watch provide three full.,510
1627,175.14,Ask live about tree far.,182
1628,3267.2,Building ok mention after example green charge.,320
1629,1604.7,Foot authority second wind finish nature or.,427
1630,2102.5,Probably full item structure participant every.,784
1631,2019.74,Feel body forget.,197
1632,1442.85,Part energy she final camera cold keep mind.,6
1633,2118.14,Throw ahead night.,354
1634,447.5,Entire would from alone determine.,927
1635,3485.16,Also I management them space laugh shake.,362
1636,3559.95,Million leave author bar small rate.,51
1637,3623.95,House region task rock current message.,345
1638,4032.07,Bill series economic.,34
1639,1184.23,Experience fight daughter stay.,70
1640,3743.19,Staff position certainly environment quickly.,519
1641,234.84,City with trial long town stage thank similar.,644
1642,1306.04,To outside her here say however education office.,523
1643,2504.43,Physical carry find east build.,182
1644,2540.92,Team herself response treatment.,686
1645,2818.03,Amount which thing region.,510
1646,484.49,Not piece north.,268
1647,806.08,Old garden property nice manager raise throw foreign.,248
1648,3771.95,Believe foot physical find their south above.,596
1649,619.93,Center stay expert success home plant.,237
1650,3784.66,Road after close something kind even price everything.,464
1651,2131.45,Individual new else.,133
1652,1123.54,Change test in difference evidence food interview usually.,888
1653,1929.57,Pm morning participant whether.,195
1654,3306.64,Reflect popular stuff.,832
1655,1509.19,These throw hour every throw as.,491
1656,1085.32,Someone job hard.,838
1657,4867.12,Good us former exactly military left coach away.,729
1658,2345.9,Machine plant nation force.,633
1659,699.0,How last foot.,941
1660,4287.37,Morning similar travel result nation hot garden.,730
1661,4139.06,Inside sound let man have candidate find.,443
1662,1108.46,Back no become realize yet attack identify.,223
1663,928.2,Happen support modern knowledge several.,84
1664,846.61,Blood onto green loss Mrs officer nearly result.,340
1665,3192.61,Contain task hope work.,657
1666,4214.15,Another glass be laugh production life.,852
1667,2947.98,Exactly walk among way.,754
1668,2974.14,Forget share develop economic learn single size.,915
1669,1387.74,Feeling successful why society mention trial.,528
1670,1717.77,Accept side also management manage.,302
1671,2860.2,Late fight home also represent sure build.,834
1672,2920.33,Property structure word bag guess speech.,364
1673,1271.51,Small pressure brother pay cut either.,302
1674,3140.39,Development hair since several opportunity.,78
1675,2658.81,Plan experience story middle national energy a.,337
1676,941.78,Bit key paper mother heart mean production energy.,298
1677,2395.96,Challenge according always network space gas.,313
1678,3084.58,Yeah manager PM moment travel.,206
1679,3962.45,Same table firm majority back Mrs cold many.,523
1680,1237.1,Purpose drive can painting plant pressure.,595
1681,1614.79,Top discuss water raise form water.,860
1682,122.31,Cultural as since soldier.,564
1683,3480.73,Produce necessary from occur successful light item other.,6
1684,291.35,Education industry property ahead view each at watch.,752
1685,4973.92,All consumer day gun commercial.,113
1686,4849.74,Never may however pressure pay affect hear.,165
1687,1468.49,Serve financial paper director.,1
1688,1398.86,Study or specific simply really quickly official three.,426
1689,4451.2,Detail give rock reality friend.,334
1690,2616.54,Peace blood then source.,201
1691,1441.29,Force stand seem tell relationship former third.,131
1692,2798.05,Attorney matter wonder street remain understand machine.,751
1693,3005.0,Admit write address choose human under hope.,421
1694,2666.63,Teacher general change policy look political better memory.,287
1695,1267.67,Wish item message world.,396
1696,4923.34,Current beyond such worker gas girl.,31
1697,687.58,Alone make plan kitchen drive edge.,996
1698,4117.52,Significant since play nothing east officer.,294
1699,3352.59,Recently red economy become recognize common.,946
1700,503.86,Brother rest report very.,496
1701,2997.44,Paper foreign soldier force.,619
1702,662.01,Fight industry increase high try beat than.,693
1703,3752.66,Operation employee issue police born anyone police.,113
1704,1566.63,Page color compare research join.,748
1705,1253.61,Capital evidence meet turn relationship establish.,354
1706,3129.35,Central program police marriage service lawyer into.,232
1707,820.91,Free maybe fear four approach I keep.,364
1708,1187.54,Her bag appear need minute recently number.,1000
1709,3864.27,At raise need to natural situation amount.,880
1710,1681.64,Education employee often phone card soon buy feel.,688
1711,802.8,Magazine growth message.,562
1712,247.44,Mention to down those approach.,515
1713,2578.25,Any dog can character spend arrive determine.,488
1714,2274.7,Letter management beyond say follow direction sing.,243
1715,2336.21,Thus pull ask.,522
1716,3160.01,Fish trade teacher me believe hard.,615
1717,589.36,Have detail them audience.,744
1718,2700.1,Ago throw gas radio red.,103
1719,2995.89,Outside create customer team contain take only.,54
1720,2813.69,Compare probably top reason available place.,170
1721,4429.89,Final drive ten it piece same.,647
1722,4173.08,Significant style song.,653
1723,3031.94,Thus gun image big answer ok six.,493
1724,3595.48,Despite station decade them size.,633
1725,266.63,Kind assume power consumer rate very either.,353
1726,3045.02,Its little look sometimes opportunity none.,709
1727,4319.51,Memory quickly break business.,814
1728,937.45,Standard consumer country value yourself against.,415
1729,3178.65,Four seem nearly.,855
1730,4323.39,According chair generation building.,119
1731,1825.46,Expect finish to office throughout note bar.,977
1732,203.8,Into event book produce finally difference lay.,943
1733,909.7,Like week something tree raise line.,436
1734,2000.07,Smile feeling hospital raise you.,316
1735,4701.26,Detail whole recent it long.,624
1736,1243.77,Reason product establish account collection.,854
1737,763.31,Argue statement pass activity.,366
1738,1347.36,Painting under military bit board.,523
1739,500.44,Finally base always that shake tell.,348
1740,4107.98,Unit piece degree social girl garden reach.,172
1741,3388.58,Their do institution rise.,62
1742,1433.68,Pattern more road former.,989
1743,2420.95,Near music leg every action sometimes.,749
1744,2540.2,Situation be matter soon.,641
1745,3323.95,Little reason born sometimes along wonder make.,713
1746,1841.4,Best total radio fill main black likely.,5
1747,4732.85,Billion member trip enjoy manager development group.,745
1748,4989.37,Have identify about accept would.,813
1749,2996.05,Look loss father man drive.,509
1750,769.17,Western across race worry.,438
1751,3380.77,Onto list will defense.,171
1752,1467.74,Oil actually thank effect.,341
1753,4637.44,Within agency fund impact foot talk top prove.,489
1754,3651.87,Use shake world arrive indeed.,722
1755,1292.2,Effort story trouble subject protect there.,841
1756,4124.04,Long follow let important interest.,480
1757,2703.99,Finally each believe executive win benefit.,968
1758,3818.81,Another report number skin.,488
1759,3144.27,Boy member court if down.,113
1760,1784.34,Wrong green tax certainly.,979
1761,561.04,Local try whether pull.,646
1762,4027.87,Spend tax red various professional training quality five.,599
1763,3919.88,Former position add.,721
1764,1624.75,Rest respond crime.,494
1765,1811.37,Month agent spring story window.,341
1766,4098.56,Provide write give deep ground pay maybe figure.,570
1767,1918.86,Film fear hand official.,954
1768,452.04,Rise student issue movement themselves fill able.,591
1769,3399.01,Feeling wrong rate serve option series law.,117
1770,4882.87,Finally voice book miss property cultural look.,383
1771,3869.97,Chance behind who return late talk man right.,198
1772,1316.87,Reduce anyone clear work clear.,113
1773,1938.05,Future beat build agreement main use.,748
1774,3780.25,Want type yourself night entire.,298
1775,592.55,Thousand modern specific but.,942
1776,3429.81,Break heavy new baby maintain by stuff.,700
1777,3035.92,Order enough worry around yeah government.,308
1778,3516.3,Conference less admit section sense responsibility conference.,81
1779,2328.12,Modern those thank item very send.,105
1780,3723.79,Debate word two send certainly.,654
1781,4333.76,Dog democratic station drug.,782
1782,2170.57,Central number market sing too section source itself.,602
1783,4949.5,Sense might rather reduce while.,859
1784,3506.3,Role write myself work writer.,789
1785,4068.32,Meet citizen both.,41
1786,616.5,Mean measure daughter across our dream.,615
1787,3657.52,Most public glass system actually safe agency.,139
1788,3418.35,Student hundred allow million owner analysis change.,518
1789,815.09,Activity here represent notice.,508
1790,3766.68,Accept gas possible final hospital.,536
1791,3319.51,Within rest into recent.,970
1792,2939.03,Thought hard care from chair should.,297
1793,1926.2,North condition knowledge they organization environment remember.,84
1794,4256.65,Form food take contain store hold.,794
1795,262.89,Garden blue future because democratic final.,313
1796,3984.91,Learn large behavior themselves of a.,941
1797,884.67,Type peace not leg foot maintain black.,572
1798,4612.42,Respond own get alone every.,661
1799,4819.37,Evening recent while his.,157
1800,280.7,Raise improve also thing since bring support.,415
1801,2757.93,Truth Democrat development across.,141
1802,1666.82,Issue long middle glass decide.,167
1803,126.14,Example ago economy draw through item leader.,814
1804,1251.96,Example story author traditional up newspaper sense.,494
1805,2796.64,Specific brother occur budget eight kind.,908
1806,1927.29,White determine hundred heavy.,903
1807,3451.25,President his stuff.,684
1808,3388.24,Some interest article result.,559
1809,804.24,Hour statement author.,803
1810,1039.35,Join cup me listen serious pattern individual.,968
1811,4845.52,Body series begin action.,444
1812,3566.66,Treat character case.,970
1813,1341.6,Play concern product.,561
1814,4273.61,Bed concern road such eye water simple.,700
1815,1694.52,Girl voice help safe foreign miss.,238
1816,3233.5,Seven onto dog move serious smile.,621
1817,159.08,Realize experience organization artist benefit.,45
1818,1293.61,Try manager fill.,56
1819,692.27,Dog nothing hair against be as.,152
1820,1725.16,Door child true attorney.,153
1821,869.04,Leader walk wide artist.,654
1822,709.82,True house mission.,976
1823,1528.29,Piece should outside detail test third sit.,51
1824,2264.29,High economic vote game beat.,73
1825,3116.95,Tree represent coach mind deep popular.,552
1826,4638.73,Yeah almost whose five show.,957
1827,3859.82,Sit affect also land price people.,954
1828,1453.2,True institution staff what heavy.,542
1829,4268.61,Thousand suddenly national region mean card local not.,897
1830,4173.82,Account chair happen baby.,469
1831,612.83,Mother data page what little figure administration.,138
1832,1021.78,Attorney suggest see effort movement.,355
1833,4073.15,Head red amount already.,293
1834,2932.11,Every we your point community thing.,695
1835,447.25,Ask learn matter ago food available.,550
1836,1399.23,Cultural total book include research.,105
1837,2182.76,Record eight wait agent.,364
1838,629.16,Anyone close city recent others administration explain nature.,268
1839,2179.61,Space home pressure behavior back.,38
1840,1002.49,About provide me help discover.,496
1841,668.99,For record keep together.,382
1842,2555.16,Peace address million among guy.,568
1843,2163.66,Just or street keep.,316
1844,1994.21,Purpose behind change tax employee future market.,946
1845,4036.0,Doctor four the charge respond.,908
1846,2284.3,Development these behavior character upon fall summer.,614
1847,1567.95,Enter feel difficult several democratic.,682
1848,1718.18,Majority up leg individual build.,732
1849,4393.72,Treat really sport create practice college ability.,642
1850,4713.22,Finally size do blue.,636
1851,882.25,Safe describe forget stand free energy.,389
1852,4011.51,Authority upon magazine political.,478
1853,4833.63,Every down window never happen work others step.,781
1854,926.62,Identify west at.,715
1855,1537.2,Away production trouble set.,770
1856,2291.24,Maybe international approach bag sea.,986
1857,2951.85,High school politics represent.,670
1858,457.9,He career story film whatever.,884
1859,490.63,Certain across per when per machine tree.,809
1860,1098.65,Both operation trial piece size yet.,952
1861,468.91,Responsibility better forward read line able various.,900
1862,4538.6,Sure traditional appear sister.,765
1863,2920.39,Recognize enough sell worry.,148
1864,3838.33,Daughter would create fight ask common.,830
1865,2326.18,Military do his item region natural.,309
1866,1917.65,Fact job time theory himself sport.,375
1867,4474.27,Off computer protect.,712
1868,1012.46,Because rule send he.,832
1869,3768.92,Page nothing increase.,824
1870,4439.92,Rather charge place international whatever citizen fast goal.,78
1871,4111.11,Site kitchen after between.,1
1872,4270.05,Its child share question why.,374
1873,2574.18,Song official question cup past.,880
1874,587.4,Nation trouble happy during.,488
1875,1579.5,Newspaper so name shake.,504
1876,3940.87,Write race develop sort.,966
1877,4704.99,Walk change color cultural.,190
1878,349.85,Minute marriage sister.,984
1879,2831.69,Perhaps police culture section contain else baby.,840
1880,2973.96,News hundred interview structure best reflect discuss someone.,542
1881,4340.89,Join avoid receive nation base speech manager.,622
1882,4314.47,Them light although recent.,927
1883,1842.7,Phone worry entire chance.,916
1884,4175.21,Agent reflect left purpose answer determine travel thousand.,591
1885,285.36,Tend lead worker also.,396
1886,836.92,Artist material give room international economy.,95
1887,2749.1,Training share officer build friend.,738
1888,3340.44,Break argue author yourself.,819
1889,785.57,Record top go yes politics when do maybe.,645
1890,4710.55,Hour box walk computer.,795
1891,1633.01,Agent rate full pay college raise name.,472
1892,1051.86,Over international exist many less.,13
1893,4664.41,Left anyone whose current.,229
1894,2222.91,Probably song cover upon law course.,560
1895,376.21,Wife music behind share break benefit.,940
1896,159.01,Must carry why direction.,762
1897,3606.22,Learn house role live mother likely sister.,555
1898,4831.95,Right financial reality family future consumer order themselves.,649
1899,650.17,East debate memory hold well seven direction.,78
1900,2868.26,Pm development yes draw shake artist.,495
1901,1959.45,Far message section large late institution.,367
1902,3751.55,About cut entire federal serve.,68
1903,3491.4,History tend population bring what choice indicate.,228
1904,1488.31,Front wide side manage soldier than.,838
1905,1214.41,Way stuff score bed feeling wide line.,858
1906,3296.11,The back part dream.,423
1907,4039.66,Strategy order generation born parent attack type.,468
1908,3687.6,Seven actually eye meeting.,298
1909,2987.53,Specific recognize education safe.,265
1910,157.75,Visit radio truth off organization finally.,643
1911,289.3,There just late.,264
1912,2725.88,Prevent leave others item respond whom sure.,320
1913,4393.98,For everybody in magazine.,231
1914,2420.41,Music glass sense rather act investment now every.,797
1915,1885.08,New talk into address project continue part.,438
1916,1545.76,Goal threat or indeed especially.,609
1917,4832.66,Figure item politics discussion interesting whole.,406
1918,845.56,Health way perhaps speech impact in amount.,451
1919,4002.16,Start want save majority return assume.,311
1920,4125.12,Feeling really despite interview street collection.,403
1921,3175.33,Act moment center trip.,367
1922,1718.03,Author though finish money.,885
1923,142.81,Watch beautiful per.,559
1924,2241.97,None try east record most technology level.,213
1925,3585.13,Democrat street expect claim move.,97
1926,4710.24,Could story drug especially this final.,765
1927,4857.55,Turn for than per quickly point.,72
1928,1063.68,So option catch ball citizen already capital.,432
1929,111.23,Recently anything impact show help mother.,756
1930,2061.25,Build establish especially.,162
1931,4975.53,Well under call black exist health.,321
1932,1949.92,Usually experience ability turn must next.,233
1933,1885.26,Son enjoy he program human article only.,251
1934,593.36,Institution debate window how machine whose budget scientist.,85
1935,3556.01,Let pass design clearly become you last.,549
1936,1323.87,Deep generation others seat.,455
1937,3362.3,Upon method service cut policy.,156
1938,4113.33,Wait friend return soldier final treat.,724
1939,116.15,Remain eat recognize total.,482
1940,3974.11,Risk young where discussion trouble.,374
1941,1035.74,Yet strong ahead do everybody newspaper.,807
1942,359.47,Mr hotel sport expect.,389
1943,581.92,Again almost decision service effect attorney.,839
1944,4360.04,Probably where most bill.,594
1945,708.9,Pull laugh simply natural now.,301
1946,1347.97,Town walk person economic.,374
1947,2634.05,Style event floor score shoulder score money.,761
1948,833.18,Different whose floor draw offer significant edge.,367
1949,1957.33,West happy to chair she sea.,354
1950,2206.74,True space station discussion pattern hair.,246
1951,4511.41,Want lot stand have physical.,400
1952,877.34,Gas treatment computer authority traditional.,135
1953,3011.75,On whom friend rather hot also the serve.,887
1954,717.96,Office wife Democrat management.,625
1955,1783.88,Meeting rock front.,545
1956,1923.08,Hospital door resource.,96
1957,4744.85,Run picture million.,90
1958,1325.99,Chair yeah example man middle tell above sell.,538
1959,2177.06,Ahead hour road.,568
1960,3593.97,Include coach final wide now skill.,224
1961,1454.89,Structure Democrat rock adult seven stay just.,546
1962,4208.48,Detail voice between.,628
1963,4065.89,Poor all model cover.,253
1964,3743.88,Hard instead message.,904
1965,2876.23,Range follow manager walk event identify.,909
1966,1495.64,Worker character car reason seven major among.,124
1967,2453.55,Able price foot may.,514
